id,e0,e1,e2,e3,e4,e5,e6,e8,e7,e9,cat3
TEST_02033,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02034,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02035,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_02036,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_02037,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02038,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02039,20,20,86,86,40,86,86,86,86,40,농.산.어촌 체험
TEST_02040,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02041,11,11,11,11,11,11,11,11,11,11,공원
TEST_02042,38,73,73,73,73,42,38,73,73,73,"야영장,오토캠핑장"
TEST_02043,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02044,111,111,111,111,86,111,111,111,111,111,테마공원
TEST_02045,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02046,115,115,115,115,115,115,115,115,115,115,펜션
TEST_02047,97,97,97,97,97,97,97,97,97,97,전시관
TEST_02048,92,60,60,66,60,60,66,60,60,60,수련시설
TEST_02049,118,118,118,118,118,118,118,118,118,118,한식
TEST_02050,44,10,10,10,10,18,18,18,18,18,"공예,공방"
TEST_02051,57,57,57,57,57,57,57,57,57,57,서양식
TEST_02052,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02053,97,97,97,9,97,9,9,97,97,97,자연생태관광지
TEST_02054,118,118,118,118,118,118,118,118,118,118,한식
TEST_02055,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02056,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_02057,127,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_02058,97,44,44,97,97,18,18,18,18,18,박물관
TEST_02059,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02060,118,118,118,118,118,118,118,118,118,118,한식
TEST_02061,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02062,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02063,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02064,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02065,61,61,61,61,61,61,61,61,61,61,수목원
TEST_02066,90,75,19,75,19,75,75,75,75,75,연극
TEST_02067,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_02068,100,100,100,100,100,100,100,100,100,100,중식
TEST_02069,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02070,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02071,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02072,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02073,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02074,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02075,57,57,57,57,57,57,57,57,57,57,서양식
TEST_02076,118,118,118,118,118,118,118,118,118,118,한식
TEST_02077,66,66,66,66,66,66,66,66,66,66,스케이트
TEST_02078,31,119,31,119,31,31,31,31,31,31,모텔
TEST_02079,118,118,118,118,118,118,118,118,118,118,한식
TEST_02080,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02081,118,118,118,118,118,118,118,118,118,118,한식
TEST_02082,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02083,84,84,84,84,86,86,86,86,86,86,이색거리
TEST_02084,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02085,86,86,18,18,86,18,18,18,18,18,테마공원
TEST_02086,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_02087,111,111,111,111,111,111,111,111,111,111,온천/욕장/스파
TEST_02088,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02089,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02090,118,118,118,118,118,118,118,118,118,118,한식
TEST_02091,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02092,112,112,86,112,112,112,112,112,112,112,트래킹
TEST_02093,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_02094,100,100,100,100,100,100,100,100,100,100,중식
TEST_02095,118,118,118,118,118,118,118,118,118,118,한식
TEST_02096,118,118,118,118,118,118,118,118,118,118,한식
TEST_02097,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_02098,96,96,96,96,96,96,67,96,96,96,전문상가
TEST_02099,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_02100,97,86,86,86,86,86,86,86,86,97,이색거리
TEST_02101,118,118,118,118,118,118,118,118,118,118,한식
TEST_02102,91,118,118,118,118,118,118,118,118,118,한식
TEST_02103,118,118,118,118,118,118,118,118,118,118,한식
TEST_02104,97,12,86,119,82,96,67,67,67,67,유명건물
TEST_02105,118,118,118,118,118,118,118,118,118,118,한식
TEST_02106,85,6,85,85,6,85,85,85,85,85,유적지/사적지
TEST_02107,0,0,0,0,0,0,0,0,0,0,5일장
TEST_02108,58,58,58,122,122,122,58,58,58,58,섬
TEST_02109,91,91,91,91,118,118,118,118,118,118,한식
TEST_02110,118,118,118,118,118,118,118,118,118,118,한식
TEST_02111,90,43,43,43,43,43,43,43,43,43,박람회
TEST_02112,119,119,126,119,119,119,119,119,119,119,한옥스테이
TEST_02113,126,40,40,40,40,40,40,40,40,40,민속마을
TEST_02114,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02115,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02116,118,118,118,118,118,118,118,118,118,118,한식
TEST_02117,111,111,111,12,12,12,12,12,12,12,관광단지
TEST_02118,118,118,118,118,118,118,118,118,118,118,한식
TEST_02119,57,57,57,57,100,100,57,57,57,57,서양식
TEST_02120,16,52,52,52,52,52,52,52,52,52,사찰
TEST_02121,85,11,85,84,85,85,85,84,85,85,유적지/사적지
TEST_02122,97,97,97,97,97,97,97,97,97,97,전시관
TEST_02123,118,118,118,118,118,118,118,118,118,118,한식
TEST_02124,21,21,21,21,21,21,21,21,21,21,다리/대교
TEST_02125,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02126,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02127,119,40,126,119,119,119,119,119,119,119,한옥스테이
TEST_02128,16,16,72,84,72,72,84,84,72,84,안보관광
TEST_02129,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02130,20,20,53,20,53,53,86,86,86,86,농.산.어촌 체험
TEST_02131,118,118,118,118,118,118,118,118,118,118,한식
TEST_02132,52,52,52,52,52,52,14,52,52,52,산
TEST_02133,53,53,94,94,94,94,94,94,94,94,자연휴양림
TEST_02134,118,118,118,118,118,118,118,118,118,118,한식
TEST_02135,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02136,118,118,118,118,118,118,118,118,118,118,한식
TEST_02137,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02138,111,111,111,111,111,82,111,111,111,111,테마공원
TEST_02139,111,61,86,94,94,94,94,111,94,94,이색거리
TEST_02140,118,118,118,118,118,118,118,118,118,118,한식
TEST_02141,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02142,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02143,115,115,115,115,115,115,115,115,115,115,펜션
TEST_02144,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02145,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02146,118,118,118,118,118,118,118,118,118,118,한식
TEST_02147,84,11,11,11,11,11,11,11,11,11,공원
TEST_02148,97,97,97,97,97,37,97,97,97,97,전시관
TEST_02149,20,20,86,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_02150,85,85,85,85,127,85,85,85,85,85,희귀동.식물
TEST_02151,118,118,118,118,118,118,118,118,118,118,한식
TEST_02152,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_02153,118,118,118,118,118,118,118,118,118,118,한식
TEST_02154,67,67,67,67,67,67,67,67,67,67,스키(보드) 렌탈샵
TEST_02155,115,115,115,115,115,115,115,115,115,115,펜션
TEST_02156,118,118,118,118,118,118,118,118,118,118,한식
TEST_02157,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02158,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02159,118,118,118,57,118,101,118,118,101,118,서양식
TEST_02160,118,118,118,118,118,118,118,118,118,118,한식
TEST_02161,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02162,31,31,31,31,31,31,31,31,31,31,모텔
TEST_02163,119,31,115,31,115,31,31,31,31,31,모텔
TEST_02164,119,119,31,119,31,31,31,31,31,31,모텔
TEST_02165,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02166,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02167,32,32,32,32,32,32,32,32,32,32,문
TEST_02168,126,40,40,40,40,40,40,40,40,40,민속마을
TEST_02169,32,32,32,32,32,32,32,32,32,32,문
TEST_02170,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02171,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_02172,118,118,118,118,118,118,118,118,118,118,한식
TEST_02173,118,118,118,118,118,118,118,118,118,118,한식
TEST_02174,93,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_02175,118,118,118,109,109,109,109,109,109,109,이색체험
TEST_02176,8,8,8,8,8,8,8,8,8,8,골프
TEST_02177,11,11,11,11,11,11,84,11,11,11,공원
TEST_02178,118,118,118,118,118,118,118,118,118,118,한식
TEST_02179,118,118,118,118,118,118,118,118,118,118,한식
TEST_02180,118,118,118,118,118,118,118,118,118,118,한식
TEST_02181,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02182,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02183,54,54,54,54,0,0,54,54,54,54,상설시장
TEST_02184,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02185,15,27,27,27,27,27,27,27,27,27,동상
TEST_02186,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02187,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02188,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_02189,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02190,52,94,5,5,5,53,5,5,5,94,계곡
TEST_02191,127,93,53,93,93,17,93,93,93,93,기암괴석
TEST_02192,7,119,126,119,119,119,119,119,119,119,고택
TEST_02193,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02194,67,67,67,67,67,67,67,67,67,67,스키(보드) 렌탈샵
TEST_02195,34,34,34,34,34,34,34,34,34,34,문화원
TEST_02196,57,57,57,57,57,57,57,57,57,57,서양식
TEST_02197,90,90,90,90,19,19,19,19,19,90,기타행사
TEST_02198,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02199,94,115,115,126,115,126,115,115,115,115,펜션
TEST_02200,118,118,118,118,118,118,118,118,118,118,한식
TEST_02201,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02202,118,118,115,118,118,118,118,118,118,118,한식
TEST_02203,59,59,59,59,59,59,59,59,59,59,성
TEST_02204,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_02205,118,118,86,86,86,86,86,86,86,86,한식
TEST_02206,34,34,34,34,34,34,34,34,34,34,문화원
TEST_02207,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02208,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02209,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_02210,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02211,59,59,72,72,72,72,72,72,72,72,안보관광
TEST_02212,80,95,48,95,95,95,95,95,95,95,자전거하이킹
TEST_02213,91,91,91,91,91,91,91,91,91,91,일식
TEST_02214,97,97,97,97,97,97,97,97,97,97,전시관
TEST_02215,118,118,118,118,118,118,118,118,118,118,한식
TEST_02216,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02217,31,119,31,31,31,31,31,31,31,31,모텔
TEST_02218,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02219,91,91,118,118,91,118,118,118,118,118,한식
TEST_02220,118,118,118,118,118,118,118,118,118,118,한식
TEST_02221,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02222,118,118,118,118,118,118,118,118,118,118,한식
TEST_02223,97,97,97,97,97,97,97,97,18,97,전시관
TEST_02224,118,118,118,118,118,118,118,118,118,118,한식
TEST_02225,0,0,0,0,0,0,0,0,0,0,5일장
TEST_02226,97,84,11,84,84,11,84,84,84,84,유원지
TEST_02227,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_02228,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02229,118,118,118,118,118,118,118,118,118,118,한식
TEST_02230,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_02231,91,91,91,91,91,91,91,91,91,91,일식
TEST_02232,82,82,82,11,11,11,11,11,11,11,공원
TEST_02233,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02234,118,118,118,118,118,118,118,118,118,118,한식
TEST_02235,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02236,82,110,110,110,110,110,110,110,110,110,터널
TEST_02237,100,100,100,100,100,100,100,100,100,100,중식
TEST_02238,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02239,90,90,90,90,90,90,90,90,113,90,기타행사
TEST_02240,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_02241,90,90,90,19,19,19,19,19,19,19,기타행사
TEST_02242,86,20,86,72,86,86,86,86,86,86,이색거리
TEST_02243,67,67,71,68,68,68,68,68,68,68,스키/스노보드
TEST_02244,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02245,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_02246,16,17,17,16,17,16,17,16,16,16,기암괴석
TEST_02247,34,34,34,34,34,34,34,34,34,34,문화원
TEST_02248,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02249,11,11,11,11,11,11,11,11,11,11,공원
TEST_02250,5,5,5,5,5,5,5,5,5,5,계곡
TEST_02251,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02252,58,58,58,58,58,58,58,58,58,58,섬
TEST_02253,119,119,31,119,119,119,119,119,119,119,한옥스테이
TEST_02254,119,126,126,126,126,126,126,126,126,126,홈스테이
TEST_02255,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_02256,118,118,118,118,118,118,118,118,118,118,한식
TEST_02257,84,84,84,84,84,84,84,84,84,84,유원지
TEST_02258,118,91,91,91,91,91,91,91,91,91,일식
TEST_02259,53,53,53,13,53,24,24,24,24,24,도립공원
TEST_02260,91,91,91,91,91,91,91,91,91,91,일식
TEST_02261,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02262,59,59,59,59,59,59,59,59,59,59,성
TEST_02263,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_02264,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02265,20,20,20,73,73,94,20,94,73,94,농.산.어촌 체험
TEST_02266,25,25,25,25,25,25,25,25,25,25,도서관
TEST_02267,86,86,86,86,86,113,118,118,118,118,이색거리
TEST_02268,118,118,115,126,31,31,118,115,118,115,한식
TEST_02269,5,5,5,5,5,5,5,5,5,5,계곡
TEST_02270,118,118,118,118,118,118,118,118,118,118,한식
TEST_02271,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02272,53,53,53,53,53,53,53,53,53,53,산
TEST_02273,118,118,118,118,118,118,118,118,118,118,한식
TEST_02274,8,8,8,8,8,8,8,8,8,8,골프
TEST_02275,3,3,3,3,3,38,3,38,3,38,민물낚시
TEST_02276,53,53,122,53,121,122,121,121,121,121,산
TEST_02277,53,53,53,53,53,53,53,53,53,53,산
TEST_02278,7,7,55,55,55,55,55,55,7,55,생가
TEST_02279,16,16,85,85,85,85,85,16,85,85,기념탑/기념비/전망대
TEST_02280,0,0,0,0,0,0,0,0,0,0,5일장
TEST_02281,118,118,118,118,118,118,118,118,118,118,한식
TEST_02282,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_02283,97,97,97,97,97,97,97,97,97,97,전시관
TEST_02284,118,118,118,118,118,118,118,118,118,118,한식
TEST_02285,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_02286,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02287,118,118,118,118,118,118,118,118,118,118,한식
TEST_02288,53,53,53,53,53,53,53,53,53,53,산
TEST_02289,118,118,118,118,118,118,118,118,118,118,한식
TEST_02290,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02291,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02292,97,15,72,72,72,72,72,72,72,72,안보관광
TEST_02293,112,112,112,112,5,112,112,112,112,112,트래킹
TEST_02294,85,16,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02295,120,120,120,39,120,120,86,86,86,86,민박
TEST_02296,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02297,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_02298,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02299,94,94,94,94,94,94,94,94,94,94,자연휴양림
TEST_02300,119,119,126,119,119,119,119,119,119,119,한옥스테이
TEST_02301,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02302,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_02303,12,12,12,12,12,12,12,12,12,12,관광단지
TEST_02304,119,119,126,119,119,119,119,119,119,119,한옥스테이
TEST_02305,118,118,118,118,100,118,118,118,118,118,한식
TEST_02306,3,3,16,59,59,59,59,59,59,59,성
TEST_02307,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02308,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_02309,20,20,39,39,20,39,39,39,20,20,농.산.어촌 체험
TEST_02310,116,49,49,49,49,49,49,49,49,49,분수
TEST_02311,53,53,53,53,53,53,53,53,53,53,산
TEST_02312,84,84,11,84,93,93,84,84,93,93,테마공원
TEST_02313,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02314,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02315,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02316,118,118,118,118,118,118,118,118,118,118,한식
TEST_02317,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_02318,8,8,8,8,8,8,8,8,8,8,골프
TEST_02319,118,118,118,118,118,118,118,118,118,118,한식
TEST_02320,20,18,18,18,18,18,18,18,18,18,기타
TEST_02321,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02322,92,63,63,63,63,63,63,63,63,63,수영
TEST_02323,16,16,52,16,52,52,52,52,52,52,기념탑/기념비/전망대
TEST_02324,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02325,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02326,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_02327,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02328,118,118,118,118,118,118,118,118,118,118,한식
TEST_02329,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02330,118,118,118,118,118,118,118,118,118,118,한식
TEST_02331,118,118,118,118,118,118,118,118,118,118,한식
TEST_02332,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02333,57,57,57,57,57,57,57,57,57,57,서양식
TEST_02334,52,52,52,52,52,52,52,52,52,52,사찰
TEST_02335,118,118,118,118,118,118,118,118,118,118,한식
TEST_02336,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02337,52,16,16,52,52,16,52,52,52,52,사찰
TEST_02338,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02339,118,118,118,118,118,118,118,118,118,118,한식
TEST_02340,97,86,86,86,15,15,86,86,86,86,이색거리
TEST_02341,94,94,94,94,94,94,94,94,94,94,자연휴양림
TEST_02342,118,118,91,118,118,118,118,118,118,118,한식
TEST_02343,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_02344,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02345,100,100,100,100,100,100,100,100,100,100,중식
TEST_02346,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02347,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02348,115,115,115,115,115,115,115,115,115,115,펜션
TEST_02349,118,118,118,118,118,118,118,118,118,118,한식
TEST_02350,118,118,118,118,118,118,118,118,118,118,한식
TEST_02351,80,80,64,64,64,64,64,64,64,64,스노쿨링/스킨스쿠버다이빙
TEST_02352,8,8,8,8,8,8,8,8,8,8,골프
TEST_02353,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02354,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02355,96,96,96,113,113,96,113,113,113,113,특산물판매점
TEST_02356,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02357,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02358,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02359,44,44,44,44,44,44,44,44,44,44,박물관
TEST_02360,85,6,85,6,85,85,85,85,85,85,유적지/사적지
TEST_02361,94,94,94,94,94,94,73,73,73,73,자연휴양림
TEST_02362,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_02363,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_02364,118,118,118,118,118,91,118,118,118,118,한식
TEST_02365,118,118,118,118,118,118,118,118,118,118,한식
TEST_02366,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_02367,118,118,118,118,118,118,118,118,118,118,한식
TEST_02368,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02369,118,118,118,118,118,118,118,118,118,118,한식
TEST_02370,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_02371,118,118,118,118,118,118,118,118,118,118,한식
TEST_02372,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_02373,34,34,34,34,34,34,34,34,34,34,문화원
TEST_02374,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02375,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_02376,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_02377,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02378,85,97,97,97,97,97,97,97,97,97,전시관
TEST_02379,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02380,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_02381,115,115,115,115,115,115,115,115,115,115,펜션
TEST_02382,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02383,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02384,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_02385,58,58,81,81,81,81,81,81,81,81,유람선/잠수함관광
TEST_02386,8,8,8,8,8,8,8,8,8,8,골프
TEST_02387,118,118,118,118,118,118,118,118,118,118,한식
TEST_02388,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02389,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_02390,118,118,118,118,118,118,118,118,118,118,한식
TEST_02391,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_02392,118,118,118,118,118,118,118,118,118,118,한식
TEST_02393,41,115,115,115,115,115,41,115,41,115,바/까페
TEST_02394,82,120,122,122,122,122,122,122,122,122,해안절경
TEST_02395,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02396,118,118,118,118,118,118,118,118,118,118,한식
TEST_02397,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_02398,118,118,118,118,118,118,118,118,118,118,한식
TEST_02399,20,86,86,86,86,86,86,86,86,86,이색거리
TEST_02400,85,7,85,6,6,6,6,6,6,6,고궁
TEST_02401,118,118,118,118,118,118,118,118,118,118,한식
TEST_02402,118,118,118,118,118,118,118,118,118,118,한식
TEST_02403,111,93,111,93,93,93,93,93,93,93,자연생태관광지
