,nomal,focal
2903,"야영장,오토캠핑장","야영장,오토캠핑장"
2904,다리/대교,다리/대교
2905,"야영장,오토캠핑장","야영장,오토캠핑장"
2906,서양식,서양식
2907,"야영장,오토캠핑장","야영장,오토캠핑장"
2908,한식,한식
2909,바/까페,바/까페
2910,박물관,박물관
2911,종교성지,종교성지
2912,한옥스테이,한옥스테이
2913,한식,한식
2914,한식,한식
2915,종교성지,종교성지
2916,일식,일식
2917,강,호수
2918,다리/대교,다리/대교
2919,수목원,기타
2920,온천/욕장/스파,온천/욕장/스파
2921,농.산.어촌 체험,농.산.어촌 체험
2922,다리/대교,항구/포구
2923,자연생태관광지,자연생태관광지
2924,바/까페,바/까페
2925,일반축제,일반축제
2926,"야영장,오토캠핑장","야영장,오토캠핑장"
2927,수련시설,이색거리
2928,바/까페,바/까페
2929,한옥스테이,한옥스테이
2930,온천/욕장/스파,온천/욕장/스파
2931,한옥스테이,모텔
2932,기타행사,기타행사
2933,한식,한식
2934,전시관,전시관
2935,사찰,사찰
2936,"야영장,오토캠핑장",테마공원
2937,이색거리,상설시장
2938,골프,골프
2939,일식,일식
2940,유원지,공원
2941,모텔,모텔
2942,폭포,폭포
2943,관광단지,"야영장,오토캠핑장"
2944,"야영장,오토캠핑장","야영장,오토캠핑장"
2945,한옥스테이,한옥스테이
2946,농.산.어촌 체험,농.산.어촌 체험
2947,바/까페,바/까페
2948,게스트하우스,게스트하우스
2949,바/까페,바/까페
2950,바/까페,바/까페
2951,한식,한식
2952,한식,한식
2953,한식,한식
2954,상설시장,상설시장
2955,사찰,사찰
2956,유원지,유원지
2957,유원지,유원지
2958,한식,한식
2959,래프팅,래프팅
2960,중식,중식
2961,사찰,사찰
2962,온천/욕장/스파,온천/욕장/스파
2963,공연장,공연장
2964,미술관/화랑,미술관/화랑
2965,"야영장,오토캠핑장","야영장,오토캠핑장"
2966,"야영장,오토캠핑장","야영장,오토캠핑장"
2967,농.산.어촌 체험,이색거리
2968,한식,한식
2969,바/까페,바/까페
2970,한식,한식
2971,기념탑/기념비/전망대,기념탑/기념비/전망대
2972,유적지/사적지,유적지/사적지
2973,"야영장,오토캠핑장","야영장,오토캠핑장"
2974,공원,공원
2975,한식,한식
2976,한식,한식
2977,모텔,모텔
2978,산,산
2979,"야영장,오토캠핑장","야영장,오토캠핑장"
2980,"야영장,오토캠핑장","야영장,오토캠핑장"
2981,펜션,펜션
2982,일반축제,일반축제
2983,"야영장,오토캠핑장","야영장,오토캠핑장"
2984,트래킹,트래킹
2985,한식,한식
2986,기암괴석,기암괴석
2987,한식,한식
2988,관광단지,관광단지
2989,바/까페,바/까페
2990,유명건물,유명건물
2991,한식,한식
2992,"야영장,오토캠핑장",펜션
2993,수련시설,수련시설
2994,수련시설,수련시설
2995,골프,골프
2996,한식,한식
2997,자전거하이킹,자전거하이킹
2998,한식,한식
2999,사찰,사찰
3000,콘도미니엄,관광단지
3001,일반축제,일반축제
3002,바/까페,바/까페
3003,한식,한식
3004,한옥스테이,고택
3005,상설시장,상설시장
3006,유적지/사적지,유적지/사적지
3007,사찰,사찰
3008,자연휴양림,자연휴양림
3009,한식,한식
3010,한식,한식
3011,계곡,산
3012,한식,한식
3013,골프,골프
3014,한옥스테이,한옥스테이
3015,"야영장,오토캠핑장","야영장,오토캠핑장"
3016,"야영장,오토캠핑장","야영장,오토캠핑장"
3017,한식,한식
3018,희귀동.식물,산
3019,관광단지,관광단지
3020,희귀동.식물,희귀동.식물
3021,"야영장,오토캠핑장","야영장,오토캠핑장"
3022,일반축제,일반축제
3023,한식,한식
3024,미술관/화랑,미술관/화랑
3025,기념탑/기념비/전망대,기념탑/기념비/전망대
3026,모텔,모텔
3027,수련시설,수련시설
3028,공원,공원
3029,"야영장,오토캠핑장","야영장,오토캠핑장"
3030,자연휴양림,자연휴양림
3031,유원지,기념관
3032,전문상가,전문상가
3033,박물관,박물관
3034,수목원,한식
3035,바/까페,바/까페
3036,바/까페,바/까페
3037,강,강
3038,약수터,약수터
3039,"야영장,오토캠핑장","야영장,오토캠핑장"
3040,섬,섬
3041,모텔,모텔
3042,이색거리,미술관/화랑
3043,생가,생가
3044,"야영장,오토캠핑장","야영장,오토캠핑장"
3045,바다낚시,윈드서핑/제트스키
3046,한식,한식
3047,"야영장,오토캠핑장","야영장,오토캠핑장"
3048,한식,한식
3049,"야영장,오토캠핑장","야영장,오토캠핑장"
3050,민속마을,민속마을
3051,박물관,박물관
3052,유적지/사적지,동상
3053,바/까페,바/까페
3054,트래킹,트래킹
3055,수목원,수목원
3056,한식,한식
3057,기념관,기념관
3058,기타,전시관
3059,한식,한식
3060,자동차경주,자동차경주
3061,한식,한식
3062,한식,한식
3063,트래킹,트래킹
3064,"야영장,오토캠핑장","야영장,오토캠핑장"
3065,전시관,미술관/화랑
3066,사찰,유적지/사적지
3067,민물낚시,민물낚시
3068,일반축제,일반축제
3069,중식,중식
3070,한식,한식
3071,사찰,사찰
3072,전시관,전시관
3073,전시관,전시관
3074,농.산.어촌 체험,농.산.어촌 체험
3075,박물관,박물관
3076,공연장,공연장
3077,강,강
3078,일반축제,일반축제
3079,민물낚시,민물낚시
3080,펜션,펜션
3081,한옥스테이,한옥스테이
3082,수련시설,수련시설
3083,5일장,5일장
3084,기암괴석,기암괴석
3085,이색거리,관광단지
3086,산,산
3087,모텔,모텔
3088,유적지/사적지,유적지/사적지
3089,사찰,사찰
3090,바/까페,바/까페
3091,한식,이색거리
3092,사찰,사찰
3093,자연휴양림,자연휴양림
3094,이색거리,이색거리
3095,자연휴양림,자연휴양림
3096,펜션,펜션
3097,바/까페,바/까페
3098,모텔,모텔
3099,한식,한식
3100,한식,한식
3101,한식,한식
3102,한식,한식
3103,전문상가,전문상가
3104,"야영장,오토캠핑장","야영장,오토캠핑장"
3105,"야영장,오토캠핑장","야영장,오토캠핑장"
3106,민물낚시,민물낚시
3107,한식,전문상가
3108,유적지/사적지,유적지/사적지
3109,중식,중식
3110,"공예,공방",클럽
3111,전문상가,전문상가
3112,"야영장,오토캠핑장","야영장,오토캠핑장"
3113,"야영장,오토캠핑장","야영장,오토캠핑장"
3114,한식,한식
3115,테마공원,테마공원
3116,한옥스테이,한옥스테이
3117,5일장,5일장
3118,미술관/화랑,미술관/화랑
3119,일식,일식
3120,일반축제,일반축제
3121,한식,한식
3122,스키(보드) 렌탈샵,스키(보드) 렌탈샵
3123,테마공원,테마공원
3124,유적지/사적지,유적지/사적지
3125,한식,한식
3126,"야영장,오토캠핑장","야영장,오토캠핑장"
3127,"야영장,오토캠핑장","야영장,오토캠핑장"
3128,한식,한식
3129,수련시설,수련시설
3130,이색거리,이색거리
3131,성,성
3132,농.산.어촌 체험,농.산.어촌 체험
3133,산,산
3134,펜션,펜션
3135,한식,한식
3136,중식,중식
3137,바/까페,바/까페
3138,상설시장,5일장
3139,사찰,사찰
3140,한식,한식
3141,한식,한식
3142,한식,한식
3143,이색거리,농.산.어촌 체험
3144,테마공원,테마공원
3145,해수욕장,해수욕장
3146,동상,동상
3147,사찰,사찰
3148,"야영장,오토캠핑장","야영장,오토캠핑장"
3149,한식,이색거리
3150,"야영장,오토캠핑장","야영장,오토캠핑장"
3151,유적지/사적지,유적지/사적지
3152,"야영장,오토캠핑장","야영장,오토캠핑장"
3153,공연장,공연장
3154,펜션,펜션
3155,"야영장,오토캠핑장","야영장,오토캠핑장"
3156,사찰,사찰
3157,썰매장,테마공원
3158,한식,한식
3159,박물관,박물관
3160,펜션,펜션
3161,이색거리,이색거리
3162,한식,한식
3163,농.산.어촌 체험,농.산.어촌 체험
3164,중식,중식
3165,중식,중식
3166,성,성
3167,한식,한식
3168,서양식,서양식
3169,한식,한식
3170,유람선/잠수함관광,유람선/잠수함관광
3171,한식,한식
3172,한식,한식
3173,해수욕장,해수욕장
3174,승마,승마
3175,한식,한식
3176,"야영장,오토캠핑장","야영장,오토캠핑장"
3177,유명건물,유명건물
3178,고택,고택
3179,유원지,유원지
3180,한식,한식
3181,모텔,한식
3182,폭포,폭포
3183,일반축제,일반축제
3184,수목원,수목원
3185,종교성지,종교성지
3186,기념관,기념관
3187,모텔,모텔
3188,"야영장,오토캠핑장","야영장,오토캠핑장"
3189,"야영장,오토캠핑장","야영장,오토캠핑장"
3190,농.산.어촌 체험,이색거리
3191,상설시장,상설시장
3192,섬,섬
3193,한식,한식
3194,유적지/사적지,유적지/사적지
3195,바/까페,식음료
3196,펜션,펜션
3197,바/까페,바/까페
3198,한식,한식
3199,전시관,전시관
3200,미술관/화랑,미술관/화랑
3201,"야영장,오토캠핑장","야영장,오토캠핑장"
3202,유원지,유원지
3203,한식,한식
3204,이색거리,이색거리
3205,트래킹,트래킹
3206,펜션,펜션
3207,사찰,사찰
3208,유적지/사적지,유적지/사적지
3209,유적지/사적지,유적지/사적지
3210,한식,한식
3211,"야영장,오토캠핑장","야영장,오토캠핑장"
3212,패밀리레스토랑,패밀리레스토랑
3213,문화원,문화원
3214,"야영장,오토캠핑장","야영장,오토캠핑장"
3215,국립공원,국립공원
3216,모텔,모텔
3217,사찰,사찰
3218,한식,한식
3219,윈드서핑/제트스키,콘도미니엄
3220,수목원,수목원
3221,한식,한식
3222,한식,한식
3223,일반축제,박람회
3224,한식,한식
3225,자연생태관광지,유원지
3226,한식,한식
3227,한식,한식
3228,전시관,전시관
3229,민물낚시,민물낚시
3230,한식,한식
3231,펜션,펜션
3232,트래킹,트래킹
3233,박람회,기타행사
3234,약수터,온천/욕장/스파
3235,"공예,공방",특산물판매점
3236,일반축제,일반축제
3237,"야영장,오토캠핑장","야영장,오토캠핑장"
3238,도서관,도서관
3239,민속마을,호수
3240,유적지/사적지,유적지/사적지
3241,기타행사,기타행사
3242,서양식,서양식
3243,"야영장,오토캠핑장","야영장,오토캠핑장"
3244,한식,한식
3245,"야영장,오토캠핑장","야영장,오토캠핑장"
3246,공원,자연생태관광지
3247,미술관/화랑,미술관/화랑
3248,전문상가,전문상가
3249,모텔,모텔
3250,공연장,전시관
3251,한식,한식
3252,골프,골프
3253,펜션,펜션
3254,생가,생가
3255,기념탑/기념비/전망대,기념탑/기념비/전망대
3256,한식,한식
3257,유원지,유원지
3258,유원지,자동차경주
3259,공원,공원
3260,한식,한식
3261,바/까페,바/까페
3262,유적지/사적지,유적지/사적지
3263,한식,한식
3264,"야영장,오토캠핑장","야영장,오토캠핑장"
3265,일반축제,일반축제
3266,바/까페,바/까페
3267,바/까페,바/까페
3268,"야영장,오토캠핑장","야영장,오토캠핑장"
3269,상설시장,상설시장
3270,"공예,공방","공예,공방"
3271,사찰,사찰
3272,테마공원,테마공원
3273,"야영장,오토캠핑장","야영장,오토캠핑장"
3274,민속마을,민속마을
3275,관광단지,관광단지
3276,"야영장,오토캠핑장","야영장,오토캠핑장"
3277,자연휴양림,자연휴양림
3278,해수욕장,해수욕장
3279,"야영장,오토캠핑장","야영장,오토캠핑장"
3280,유적지/사적지,유적지/사적지
3281,농.산.어촌 체험,농.산.어촌 체험
3282,스키(보드) 렌탈샵,스키(보드) 렌탈샵
3283,중식,중식
3284,농.산.어촌 체험,농.산.어촌 체험
3285,한식,한식
3286,해수욕장,해수욕장
3287,펜션,펜션
3288,한식,한식
3289,한식,한식
3290,이색거리,이색거리
3291,사찰,사찰
3292,이색거리,민속마을
3293,"야영장,오토캠핑장","야영장,오토캠핑장"
3294,유적지/사적지,유적지/사적지
3295,산,산
3296,자연생태관광지,자연생태관광지
3297,미술관/화랑,미술관/화랑
3298,서양식,서양식
3299,모텔,모텔
3300,한식,한식
3301,유원지,유원지
3302,"야영장,오토캠핑장","야영장,오토캠핑장"
3303,미술관/화랑,미술관/화랑
3304,한식,한식
3305,5일장,5일장
3306,바/까페,바/까페
3307,"야영장,오토캠핑장","야영장,오토캠핑장"
3308,펜션,펜션
3309,서양식,서양식
3310,박물관,박물관
3311,트래킹,트래킹
3312,바/까페,기타
3313,"야영장,오토캠핑장","야영장,오토캠핑장"
3314,"야영장,오토캠핑장","야영장,오토캠핑장"
3315,유적지/사적지,유적지/사적지
3316,한식,한식
3317,요트,카약/카누
3318,모텔,모텔
3319,"야영장,오토캠핑장","야영장,오토캠핑장"
3320,한식,한식
3321,강,강
3322,박물관,박물관
3323,"야영장,오토캠핑장","야영장,오토캠핑장"
3324,산,산
3325,자연생태관광지,자연생태관광지
3326,박물관,박물관
3327,트래킹,트래킹
3328,자연휴양림,자연휴양림
3329,한식,이색거리
3330,기타,테마공원
3331,"야영장,오토캠핑장","야영장,오토캠핑장"
3332,전시관,전시관
3333,기념탑/기념비/전망대,기념탑/기념비/전망대
3334,한식,한식
3335,전시관,이색거리
3336,스키(보드) 렌탈샵,스키(보드) 렌탈샵
3337,전시관,전시관
3338,유적지/사적지,유적지/사적지
3339,이색거리,이색거리
3340,종교성지,종교성지
3341,승마,승마
3342,이색거리,공원
3343,농.산.어촌 체험,농.산.어촌 체험
3344,유원지,유원지
3345,바/까페,바/까페
3346,한식,한식
3347,공원,공원
3348,한식,한식
3349,호수,호수
3350,한식,한식
3351,일반축제,기타행사
3352,골프,골프
3353,유적지/사적지,유적지/사적지
3354,계곡,계곡
3355,일반축제,일반축제
3356,5일장,5일장
3357,사찰,사찰
3358,전문상가,이색거리
3359,사찰,사찰
3360,희귀동.식물,희귀동.식물
3361,한식,한식
3362,사찰,사찰
3363,민속마을,민속마을
3364,기암괴석,기암괴석
3365,트래킹,트래킹
3366,"야영장,오토캠핑장","야영장,오토캠핑장"
3367,박물관,박물관
3368,한식,바/까페
3369,산,산
3370,종교성지,종교성지
3371,한옥스테이,한옥스테이
3372,전시관,전시관
3373,"야영장,오토캠핑장","야영장,오토캠핑장"
3374,한식,한식
3375,한식,한식
3376,유적지/사적지,유적지/사적지
3377,농.산.어촌 체험,농.산.어촌 체험
3378,유적지/사적지,계곡
3379,외국문화원,외국문화원
3380,스키(보드) 렌탈샵,스키(보드) 렌탈샵
3381,서양식,서양식
3382,한식,한식
3383,산,산
